Name,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Located At,Kennel Location,Qualified For,Scrape Date
MUSAK (A1237163),Male,Pit Bull Terrier,5 months old,Dog,35 pounds,2024.12.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CASH (A1237174),Male,English Coonhound (Redtick Coonhound) mix,8 months old,Dog,43 pounds,2024.12.02,Charlotte-Mecklenburg Animal Services,ADPTPUP10L,adopt,2024-12-13
MARS (A1237143),Female,American Pit Bull Terrier,3 years old,Dog,85 pounds,2024.12.02,Charlotte-Mecklenburg Animal Services,LST 16L,adopt,2024-12-13
CAPTAIN (A1237145),Male,Rottweiler and German Shepherd Dog,3 years old,Dog,66 pounds,2024.12.02,Charlotte-Mecklenburg Animal Services,ADOPT 20L,adopt,2024-12-13
KERRY (A1228724),Male,Labrador Retriever mix,"2 years, 6 months old",Dog,66 pounds,2024.12.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ANNIE (A1233509),Female,Pit Bull Terrier,4 years old,Dog,42 pounds,2024.12.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PUMPKIN (A1234522),Male,Labrador Retriever mix,"2 years, 2 months old",Dog,49 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CRUISE (A1230729),Male,Pit Bull Terrier,6 years old,Dog,67 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CLARK (A1237134),Male,Pit Bull Terrier,1 year,Dog,27 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,ADOPT 16R,adopt,2024-12-13
ELLIOT (A1236892),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,40 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
ELVIS (A1236025),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,39 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KAE (A1236550),Male,Pit Bull Terrier and Labrador Retriever,8 months old,Dog,42 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
STAR (A5085033),Female,Labrador Retriever,11 years old,Dog,76 pounds,2024.12.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
A1237092,Male,Pit Bull Terrier,"2 years, 1 month old",Dog,43 pounds,2024.11.30,Charlotte-Mecklenburg Animal Services,ADOPT 13R,adopt,2024-12-13
PEPPERMINT (A1237099),Female,Boxer mix,"1 year, 1 month old",Dog,60 pounds,2024.11.30,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
MISS PRECIOUS (A1237081),Female,Labrador Retriever,8 years old,Dog,53 pounds,2024.11.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PLUTO (A1237075),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,45 pounds,2024.11.28,Charlotte-Mecklenburg Animal Services,ADOPT 11R,adopt,2024-12-13
LORETTA (A1237023),Female,Pit Bull Terrier,8 years old,Dog,63 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,ADOPT 09L,adopt,2024-12-13
A1237033,Female,Pointer mix,"2 years, 1 month old",Dog,33 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,ADOPT 08R,adopt,2024-12-13
SAPPHIRE (A1237039),Female,Pit Bull Terrier,11 months old,Dog,47 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,ADOPT 23L,adopt,2024-12-13
MOOCHI (A1237040),Male,Pit Bull Terrier,11 months old,Dog,54 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,ADOPT 15R,adopt,2024-12-13
LISA (A1237041),Female,Pit Bull Terrier,11 months old,Dog,54 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ALLIE (A1237043),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,36 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ROMEO (A1236067),Male,Pit Bull Terrier,3 years old,Dog,45 pounds,2024.11.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LUNA (A1236346),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,50 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ZEUS (A1236976),Male,Pit Bull Terrier,10 months old,Dog,41 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,ADOPT 07L,adopt,2024-12-13
WILBUR (A1236981),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,64 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,ADOPT 17R,adopt,2024-12-13
BUCKY (A1236991),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,51 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
SAGE (A1237013),Female,Pit Bull Terrier mix,5 months old,Dog,23 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WINNIE (A1236633),Female,Labrador Retriever,"1 year, 1 month old",Dog,42 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BROCK (A1230828),Male,Pit Bull Terrier,5 years old,Dog,62 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ASPEN (A1229581),Female,Pit Bull Terrier,3 years old,Dog,51 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ATHENA (A1197186),Female,Pit Bull Terrier,4 years old,Dog,56 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,ADOPT 18R,adopt,2024-12-13
PRESTON (A1219580),Male,Labrador Retriever and Pit Bull Terrier,"2 years, 1 month old",Dog,49 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SAWYER (A1235351),Male,Breed information is not provided by this shelter,7 years old,Dog,75 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
RIVER (A1235713),Male,Labrador Retriever mix,1 year,Dog,55 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CECELIA (A1234156),Female,Pit Bull Terrier mix,"2 years, 3 months old",Dog,54 pounds,2024.11.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SCARLETT (A1236928),Female,Pit Bull Terrier,5 years old,Dog,38 pounds,2024.11.25,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
APACHE (A1236952),Male,Breed information is not provided by this shelter,10 months old,Dog,60 pounds,2024.11.25,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
A1236953,Male,Chihuahua - Long Haired mix,"1 year, 7 months old",Dog,18 pounds,2024.11.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GRETA (A1236603),Female,German Shepherd Dog mix,3 years old,Dog,58 pounds,2024.11.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
NORMAN (A1236571),Male,Labrador Retriever,"1 year, 1 month old",Dog,60 pounds,2024.11.25,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
DARYL (A1236912),Male,Labrador Retriever,6 months old,Dog,36 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BROOKE (A1236919),Female,Pit Bull Terrier,3 years old,Dog,42 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
SCOTT (A1236890),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,41 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
GEODUDE (A1233133),Male,Staffordshire Bull Terrier mix,6 years old,Dog,50 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,TOOMEYD16,adopt,2024-12-13
DUTTON (A1234720),Male,Black Mouth Cur and Rhodesian Ridgeback,3 years old,Dog,51 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,ADOPT 05R,adopt,2024-12-13
DASH (A1234314),Male,Pit Bull Terrier mix,"2 years, 3 months old",Dog,45 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,TOOMEYD27,adopt,2024-12-13
GOHAN (A1234433),Male,Pit Bull Terrier,8 months old,Dog,17 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DOTTIE (A1234910),Female,Breed information is not provided by this shelter and Border Collie,"1 year, 2 months old",Dog,39 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
REX (A1235061),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,51 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,TOOMEYD10,adopt,2024-12-13
EWING (A1235080),Male,Labrador Retriever and Pit Bull Terrier,4 years old,Dog,58 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,ADOPT 04L,adopt,2024-12-13
ROSIE (A1206365),Female,Pit Bull Terrier,3 years old,Dog,51 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,ADOPT 20R,adopt,2024-12-13
DEZ (A1203383),Male,Pit Bull Terrier,"2 years, 5 months old",Dog,77 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,TOOMEYD04,adopt,2024-12-13
BUDDY (A1175318),Male,Boxer mix,6 years old,Dog,62 pounds,2024.11.24,Charlotte-Mecklenburg Animal Services,ADOPT 21R,adopt,2024-12-13
RILEY (A1097390),Male,Pit Bull Terrier,9 years old,Dog,69 pounds,2024.11.23,Charlotte-Mecklenburg Animal Services,ADOPT 22R,adopt,2024-12-13
PRINCE (A1206535),Male,Pit Bull Terrier,4 years old,Dog,63 pounds,2024.11.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CHOP (A1204115),Male,Pit Bull Terrier,4 years old,Dog,55 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,ADOPT 04R,adopt,2024-12-13
ZUMA (A1223632),Male,Australian Shepherd,"1 year, 1 month old",Dog,21 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BOPEEP (A1229446),Female,Pit Bull Terrier,"2 years, 6 months old",Dog,48 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MARINETTE (A1236837),Female,Pit Bull Terrier mix,"2 years, 1 month old",Dog,28 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
A1236851,Male,Labrador Retriever and American Staffordshire Terrier,"1 year, 1 month old",Dog,44 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CLEO (A1236861),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,53 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
KANOA (A1236863),Male,Siberian Husky,11 months old,Dog,38 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
APOLLO (A1236029),Male,Harrier mix,5 months old,Dog,47 pounds,2024.11.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BUZZ (A1236788),Male,American Pit Bull Terrier,"2 years, 1 month old",Dog,54 pounds,2024.11.21,Charlotte-Mecklenburg Animal Services,ADOPT 01R,adopt,2024-12-13
LORAX (A1236791),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,65 pounds,2024.11.21,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
HECTOR (A1236793),Male,Labrador Retriever mix,"2 years, 1 month old",Dog,55 pounds,2024.11.21,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
BARBS (A1236797),Female,Pit Bull Terrier,4 years old,Dog,35 pounds,2024.11.21,Charlotte-Mecklenburg Animal Services,ADOPT 09R,adopt,2024-12-13
HONEY (A1235777),Female,Labrador Retriever,9 months old,Dog,37 pounds,2024.11.21,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WHISKEY (A1235520),Male,American Pit Bull Terrier,"2 years, 2 months old",Dog,46 pounds,2024.11.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LUNA (A1236696),Female,Labrador Retriever and Pit Bull Terrier,"1 year, 1 month old",Dog,27 pounds,2024.11.19,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TRENTON (A1236725),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,68 pounds,2024.11.19,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
EARL (A1235889),Male,German Shepherd Dog mix,"2 years, 2 months old",Dog,73 pounds,2024.11.19,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BONNY (A1226995),Female,Pit Bull Terrier,4 years old,Dog,61 pounds,2024.11.19,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KELLY (A1222923),Female,Pit Bull Terrier,5 years old,Dog,44 pounds,2024.11.19,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KANDY (A1160087),Female,Labrador Retriever mix,8 years old,Dog,56 pounds,2024.11.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LINUS (A1235715),Male,American Bulldog mix,3 years old,Dog,52 pounds,2024.11.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BROM (A1232433),Male,American Pit Bull Terrier,3 years old,Dog,47 pounds,2024.11.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SOPHIE (A1235985),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,48 pounds,2024.11.18,Charlotte-Mecklenburg Animal Services,ADOPT 05L,adopt,2024-12-13
BLUE (A1236636),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,37 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,ADOPT 19R,adopt,2024-12-13
GONZO (A1236618),Male,Pit Bull Terrier mix,"2 years, 1 month old",Dog,55 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
NYLA (A5372781),Female,Breed information is not provided by this shelter mix,5 years old,Dog,38 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
HASH BROWN (A1234152),Male,Pit Bull Terrier mix,3 years old,Dog,48 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
INDY (A1234818),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,TOOMEYD17,adopt,2024-12-13
BRUNO (A1162164),Male,Australian Cattle Dog mix,5 years old,Dog,60 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BROCK (A1222722),Male,Bulldog,"1 year, 10 months old",Dog,50 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,TOOMEYD03,adopt,2024-12-13
VIOLET (A1228132),Female,Pit Bull Terrier,6 years old,Dog,60 pounds,2024.11.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
A1234940,Male,Australian Cattle Dog mix,6 months old,Dog,21 pounds,2024.11.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DENISE (A1236605),Female,Breed information is not provided by this shelter,4 months old,Dog,13 pounds,2024.11.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CROCKETT (A1236557),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,57 pounds,2024.11.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CHINA BELL (A1234955),Female,Labrador Retriever mix,10 years old,Dog,40 pounds,2024.11.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PORTER (A1235325),Male,Pit Bull Terrier,9 months old,Dog,37 pounds,2024.11.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SCOOBY (A1233870),Male,Black Mouth Cur,"1 year, 3 months old",Dog,48 pounds,2024.11.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TEDDY (A1078526),Male,Labrador Retriever mix,10 years old,Dog,49 pounds,2024.11.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
HOPE (A1224937),Female,Pit Bull Terrier,4 years old,Dog,52 pounds,2024.11.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WINNIE (A1236459),Female,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024.11.14,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
GRAHAM (A1236481),Male,German Shepherd Dog mix,"1 year, 1 month old",Dog,66 pounds,2024.11.14,Charlotte-Mecklenburg Animal Services,ADOPT 01L,adopt,2024-12-13
DIAMOND (A1236400),Female,Pit Bull Terrier,4 years old,Dog,40 pounds,2024.11.13,Charlotte-Mecklenburg Animal Services,ADOPT 24L,adopt,2024-12-13
SALEM (A1236413),Male,Pit Bull Terrier,3 years old,Dog,40 pounds,2024.11.13,Charlotte-Mecklenburg Animal Services,ADOPT 03L,adopt,2024-12-13
SCOOTER (A1236414),Male,German Shepherd Dog mix,10 months old,Dog,63 pounds,2024.11.13,Charlotte-Mecklenburg Animal Services,ADPTPUP3R,adopt,2024-12-13
ROCKY (A1236426),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,56 pounds,2024.11.13,Charlotte-Mecklenburg Animal Services,ADOPT 07R,adopt,2024-12-13
JOSIE (A1236287),Female,Pit Bull Terrier,7 months old,Dog,31 pounds,2024.11.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MAX (A1232339),Male,German Shepherd Dog mix,"2 years, 4 months old",Dog,68 pounds,2024.11.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WHITLEY (A1236377),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,46 pounds,2024.11.12,Charlotte-Mecklenburg Animal Services,ADOPT 16L,adopt,2024-12-13
A1236365,Male,Chihuahua - Smooth Coated,"1 year, 1 month old",Dog,11 pounds,2024.11.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WALTZ (A1236005),Male,Pit Bull Terrier,9 years old,Dog,53 pounds,2024.11.11,Charlotte-Mecklenburg Animal Services,ADOPT 19L,adopt,2024-12-13
BURT (A1232086),Male,American Staffordshire Terrier,7 years old,Dog,45 pounds,2024.11.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SUNNY (A1235381),Female,American Pit Bull Terrier,6 years old,Dog,56 pounds,2024.11.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SHYLO (A1235816),Male,Plott Hound,5 years old,Dog,52 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
IRWIN (A1235851),Male,Labrador Retriever,"2 years, 2 months old",Dog,46 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,ADOPT 10R,adopt,2024-12-13
KNIGHTLY (A1234837),Male,Pit Bull Terrier,4 years old,Dog,63 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CAPTAIN (A1232747),Male,Pit Bull Terrier,5 years old,Dog,49 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,ADOPT 12L,adopt,2024-12-13
SONIC (A1236321),Male,Breed information is not provided by this shelter,4 months old,Dog,15 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DINERO (A1236326),Male,American Staffordshire Terrier,11 months old,Dog,45 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
HUGH (A1236340),Male,Pit Bull Terrier,8 years old,Dog,91 pounds,2024.11.10,Charlotte-Mecklenburg Animal Services,ADOPT 21L,adopt,2024-12-13
PATCHES (A1233721),Male,American Pit Bull Terrier,3 years old,Dog,56 pounds,2024.11.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DURANGO (A1229244),Male,Pit Bull Terrier and Dalmatian,3 years old,Dog,65 pounds,2024.11.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GRANT (A1236197),Male,German Shepherd Dog,"1 year, 1 month old",Dog,63 pounds,2024.11.07,Charlotte-Mecklenburg Animal Services,TOOMEYD31,adopt,2024-12-13
KRYPTO (A1236062),Male,Rottweiler,9 months old,Dog,59 pounds,2024.11.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
NALA (A5436091),Female,Labrador Retriever,6 years old,Dog,58 pounds,2024.11.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GHOST (A1236177),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,62 pounds,2024.11.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GRACIE (A1233510),Female,American Staffordshire Terrier,"1 year, 3 months old",Dog,47 pounds,2024.11.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DRIZZY (A1224997),Female,Pointer mix,"1 year, 9 months old",Dog,37 pounds,2024.11.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BUDDY (A1236117),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,62 pounds,2024.11.05,Charlotte-Mecklenburg Animal Services,ADOPT 06R,adopt,2024-12-13
NOBARA (A1226234),Female,Pit Bull Terrier,"1 year, 6 months old",Dog,56 pounds,2024.11.04,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MARMALADE (A1235527),Female,Labrador Retriever mix,8 years old,Dog,45 pounds,2024.11.04,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
JACK (A1228682),Male,Pit Bull Terrier mix,5 years old,Dog,50 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
JAMES (A1230515),Male,Pit Bull Terrier,5 years old,Dog,53 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KARMA (A1175481),Female,Pit Bull Terrier,4 years old,Dog,26 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MADDOX (A1201523),Male,Pit Bull Terrier,4 years old,Dog,37 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,ADOPT 18L,adopt,2024-12-13
VANILLA (A1190749),Male,Labrador Retriever,3 years old,Dog,71 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GARTH (A1236058),Male,Pit Bull Terrier,3 years old,Dog,58 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MARK (A1236061),Male,Chihuahua - Smooth Coated mix,4 years old,Dog,20 pounds,2024.11.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MIRROR (A1234653),Female,Australian Shepherd,"1 year, 2 months old",Dog,47 pounds,2024.11.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TULIP (A1235149),Female,Pit Bull Terrier,"2 years, 2 months old",Dog,38 pounds,2024.10.31,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BLUEBERRY (A1235948),Female,Pit Bull Terrier,"1 year, 2 months old",Dog,50 pounds,2024.10.31,Charlotte-Mecklenburg Animal Services,ADOPT 15L,adopt,2024-12-13
GAVIN (A1230786),Male,Pit Bull Terrier mix,"2 years, 5 months old",Dog,69 pounds,2024.10.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
AMITY (A1235076),Female,Siberian Husky mix,1 year,Dog,45 pounds,2024.10.28,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
